,title,desc,url
36,Легенды Чимы,"Легенды Чимы (англ. Legends of Chima) — датско-индийско-таиландский анимационный телевизионный сериал на основе серии игрушек LEGO Legends of Chima, транслировавшийся на канале Cartoon Network. Мультсериал повествует о борьбе кланов зверей-воинов в волшебном мире Чима.
Премьера состоялась 16 января 2013 года на канале Cartoon Network. Финальные серии вышли 22 ноября 2014 года. Всего вышла 41 серия, разделённые на 3 сезона. Премьера в России состоялась 22 октября 2013 года на канале Nickelodeon.",https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B3%D0%B5%D0%BD%D0%B4%D1%8B_%D0%A7%D0%B8%D0%BC%D1%8B
37,Лего,"Lego (ле́го, от дат. Leg-godt — «играй хорошо») — серии конструктора, представляющие собой наборы деталей для сборки и моделирования разнообразных предметов. Наборы Lego выпускает группа корпораций Lego Group, главный офис которой находится в Дании. Компания была основана в 1932 году; её название выглядит и звучит как лат. и итал. lego — «собираю», хотя первоначально она выпускала не конструкторы, а обычные деревянные игрушки.
Основным продуктом корпорации Lego являются разноцветные пластмассовые кирпичики, маленькие фигурки и тому подобное. Из Lego можно собрать такие объекты, как транспортные средства, здания, а также движущихся роботов. Всё, что построено, затем можно разобрать, а детали использовать для создания других объектов.Корпорация Lego начала производство пластмассовых кирпичиков в 1949 году. С тех пор Lego расширила сферу своей деятельности, создавая фильмы, игры, конкурсы, а также семь тематических парков развлечений, первым и самым большим из которых является Legoland на полуострове Ютландия, в небольшом городке Биллунд (Дания) — город, полностью построенный из конструктора Lego.
По состоянию на 2021 год, Lego была крупнейшей компанией по производству игрушек в мире. В мире достаточно обычны выставки различных композиций из наборов LEGO: в Германии (Целле, Гамбург), Голландии (Амстердам), Великобритании (Лондон), Японии (Токио), Сингапуре. Компания переходит на экологичное производство. Конструктор будет производиться из пластиковых бутылок и стаканчиков из-под кофе.
В декабре 2013 года было завершено строительство и произведён запуск полноразмерного автомобиля из деталей Lego, работающего на поршнях, приводимых в движение сжатым воздухом. Разработчики утверждают, что на сооружение подобного чуда техники ушло около 500 тысяч деталей. Автомобиль развивает скорость до 30 км/ч.
3 марта 2022 года Lego Group и Ole Kirk’s Fond сделали пожертвование в размере 110 млн датских крон для поддержки семей и детей на Украине из-за вторжении России на Украину. «Мы поддерживаем украинский народ и всех, кто пострадал от разрушительного вторжения на Украину, и призываем к скорейшему и мирному прекращению конфликта», — говорится в сообщении.",https://ru.wikipedia.org/wiki/Lego
38,Лего. Фильм,"«Лего. Фильм» (англ. The LEGO Movie) — американо-австралийский полнометражный компьютерный анимационный фильм, снятый режиссёрами Филом Лордом и Кристофером Миллером по их собственному сценарию и сюжету с Дэном и Кевином Хейгменами. Действие мультфильма разворачивается в мире LEGO. По сюжету, обычный строитель Эммет Блоковски, которого по ошибке принимают за Избранного, должен спасти вселенную Лего от злого Лорда Бизнеса. Главных героев озвучили Крис Прэтт, Уилл Феррелл, Элизабет Бэнкс, Уилл Арнетт, Ник Офферман, Чарли Дэй, Лиам Нисон и Морган Фримен.
Мировая премьера состоялась 7 февраля 2014 года, в России — 27 февраля 2014 года. Фильм получил высокую оценку критиков и показал хороший результат в мировом прокате — более 468 млн долларов при бюджете в 60 млн. Фильм был удостоен премии BAFTA в номинации лучший анимационный полнометражный фильм.",https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B3%D0%BE._%D0%A4%D0%B8%D0%BB%D1%8C%D0%BC
39,Лего. Фильм 2,"«Лего. Фильм 2» (англ. The Lego Movie 2: The Second Part) — американо-австралийский полнометражный компьютерный анимационный фильм 2019 года с элементами мюзикла, продолжение «Лего. Фильма». Действие происходит спустя 5 лет после первого фильма. Сценаристы Фил Лорд и Кристофер Миллер вернулись к написанию сценария. Дата выхода в России — 7 февраля 2019 года.",https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B3%D0%BE._%D0%A4%D0%B8%D0%BB%D1%8C%D0%BC_2
40,Лего Фильм: Бэтмен,"«Лего Фильм: Бэтмен» (англ. The LEGO Batman Movie) — комедийный мультфильм об известном герое комиксов и фильмов DC Бэтмене и спин-офф мультфильма 2014 года «Лего Фильм». Премьера в США — 10 февраля 2017 года, в России — 9 февраля 2017 года.
Первый трейлер вышел 24 марта 2016 года в день выхода фильма «Бэтмен против Супермена: На заре справедливости». Второй трейлер вышел 28 марта 2016 года. Третий трейлер вышел 23 июля 2016 года.",https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B3%D0%BE_%D0%A4%D0%B8%D0%BB%D1%8C%D0%BC:_%D0%91%D1%8D%D1%82%D0%BC%D0%B5%D0%BD
41,Лего Фильм: Ниндзяго,"«Лего Фильм: Ниндзяго» (англ. The Lego Ninjago Movie) — американо-датский полнометражный компьютерный анимационный фильм, снятый режиссёрами Чарли Бином, Полом Фишером и Бобом Логаном по сценарию Логана Фишера, Уильяма и Тома Уилеров, Джареда Стерна и Джона Уиттингтона. Третий по счёту фильм в Кинематографической вселенной LEGO, второй спин-офф в серии и первый, основанный на оригинальной линейке LEGO. Главных персонажей озвучили Дэйв Франко, Джастин Теру, Майкл Пенья, Кумэйл Нанджиани, Эбби Джейкобсон, Зак Вудс, Фред Армисен, Оливия Манн и Джеки Чан. 
В России фильм вышел в прокат 21 сентября 2017 года. В отличие от предыдущих двух фильмов Лего. Фильм и Лего Фильм: Бэтмен, «Лего Фильм: Ниндзяго» получил смешанные отзывы от критиков и стал первым кассовым провалом для франшизы, собрав $123,1 млн в мировом прокате при бюджете в $70 млн.",https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B3%D0%BE_%D0%A4%D0%B8%D0%BB%D1%8C%D0%BC:_%D0%9D%D0%B8%D0%BD%D0%B4%D0%B7%D1%8F%D0%B3%D0%BE
42,Минифигурка лего,"Ле́го минифигу́рка или ле́го челове́чек (англ. Lego minifigure, Lego toy man) — миниатюрная экшен-фигурка; классический элемент (с 1978 года) конструкторов фирмы «LEGO».

Аналогичные фигурки есть у других производителей конструкторов, например, креоны (англ. kreon) в конструкторах Kre-O корейской фирмы Oxford (подразделение компании Hasbro).",https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BD%D0%B8%D1%84%D0%B8%D0%B3%D1%83%D1%80%D0%BA%D0%B0_%D0%BB%D0%B5%D0%B3%D0%BE
43,Нексо Найтс,"Нексо Найтс (англ. Nexo Knights) — датский анимационный телевизионный сериал на основе серии игрушек LEGO Nexo Knights, транслируемый на канале Cartoon Network. Мультсериал повествует о пятёрке рыцарей, защищающих королевство Найтония от врагов.
Премьера состоялась 13 декабря 2015 года на канале Cartoon Network. На данный момент вышло 4 сезона, по 10 серий в каждом. Премьера в России состоялась 26 декабря 2015 года на канале Cartoon Network.",https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BA%D1%81%D0%BE_%D0%9D%D0%B0%D0%B9%D1%82%D1%81
44,Ниндзяго. Мастера Кружитцу,"«Ниндзяго. Мастера Кружитцу» (англ. LEGO Ninjago. Masters of Spinjitzu) — американо-датский мультсериал, премьера которого состоялась на канале Cartoon Network 14 января 2011 года (но задумка появилась ещё в 2009), основанный на серии игрушек LEGO. Первые четыре эпизода — «Путь Ниндзя», «Золотое оружие», «Король теней» и «Орудия судьбы» впоследствии стали одним пилотным сезоном. В мультсериале содержится 15 номерных сезонов, пилотный, спецвыпуски «День ушедших» и «Остров», а также мини-эпизоды.
В 2015 году вышел каноничный спектакль «Царство теней», происходивший после 5 сезона.
19 июля 2016 года по мультсериалу выходила каноничная трилогия книг «Тёмный остров», события которой происходят между шестым и седьмым сезонами мультсериала.
21 сентября 2017 года в широком прокате стартовал «Лего Фильм: Ниндзяго», который не является частью вселенной мультсериала, а частью кино-вселенной (в неё входит еще три фильма — «Лего. Фильм», «Лего Фильм: Бэтмен» и «Лего. Фильм 2»); после Ниндзяго фильма в мультсериал внесли редизайн и персонажи стали выглядеть как в Ниндзяго фильме LEGO.
Сериал находился в непрерывном производстве более десяти лет, прежде чем закончился 1 октября 2022 года, а 14 января 2021 года отметил свое десятилетие. Он начался с двух пилотных серий в январе 2011 года, за которыми последовали два 13-серийных сезона, которые транслировались. с декабря 2011 года по ноябрь 2012 года. И тема Lego, и сериал имели предполагаемый срок годности три года, при этом второй сезон планировался как исходный финал. Тем не менее, успех сериала и линейки его продуктов привел к тому, что шоу продолжилось, и были выпущены еще тринадцать сезонов, специальный выпуск, адаптация художественного фильма и четырехсерийный мини-сериал. Ниндзяго: Мастера Кружитцу производился в Копенгагене, Дания, компанией Wil Film ApS в течение первых десяти сезонов. Производство было перенесено в WildBrain Studios в Канаде на одиннадцатый сезон, и серия была переименована в Ninjago. 1 октября 2022 года последний эпизод был выпущен на Netflix в Австралии и Новой Зеландии.🇳🇿",https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BD%D0%B4%D0%B7%D1%8F%D0%B3%D0%BE._%D0%9C%D0%B0%D1%81%D1%82%D0%B5%D1%80%D0%B0_%D0%9A%D1%80%D1%83%D0%B6%D0%B8%D1%82%D1%86%D1%83
45,Скуби-Ду,"«Скуби-Ду» (англ. Scooby-Doo) — серия мультипликационных сериалов и полнометражных мультфильмов, созданная компанией Hanna-Barbera в 1969 году. Мультфильмы и мультсериалы этой франшизы выходят и по сей день. Оригинальный мультсериал «Скуби-Ду, где ты!» был создан двумя писателями — Джо Руби и Кеном Спирсом. В мультсериале рассказывается о четырёх подростках — Фреде Джонсе, Дафне Блейк, Велме Динкли, Норвилле «Шэгги» Роджерсе и говорящем Немецком доге по имени Скуби, которые решают загадки с участием якобы сверхъестественных существ.
После успеха оригинального мультсериала Hanna-Barbera, а позже и Warner Bros. Animation создали многочисленные продолжения и спин-оффы, в том числе специальные телевизионные мультфильмы и телефильмы, полнометражные фильмы и три театральные постановки. Некоторые версии Скуби-Ду представляют различные вариации на тему сверхъестественного шоу и включают в себя новых персонажей, дополняя или заменяя их на небольшое время: кузена Скуби Скуби-Дам и его племянника Скрэппи-Ду.
«Скуби-Ду» первоначально транслировался по CBS с 1969 по 1976 год; позже мультфильм показывался на канале ABC до 1986 года. После прекращения основного сериала в 1988 году был представлен мультфильм «Щенок по кличке Скуби-Ду». Канал The WB Television Network смогли показать новый сериал-перезапуск «Что новенького, Скуби-Ду?», транслировавшийся с 2002 по 2005 год. Другой новый мультсериал о Скуби-Ду, «Шэгги и Скуби-Ду ключ найдут!», выходил в эфир в The CW с 2006 до 2008 год. Последним транслировался мультсериал «Скуби-Ду: Мистическая корпорация», премьера которого состоялась на Cartoon Network в апреле 2010 года. Повторы из разных серий мультсериалов часто транслируются по всему миру на Cartoon Network и Boomerang.",https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D1%83%D0%B1%D0%B8-%D0%94%D1%83
46,Экшен-фигурка,"Экшн-фигурка (англ. Action figure) — коллекционная фигурка, обычно изготовленная из пластмассы. Зачастую представляет собой персонаж фильма, комикса, компьютерной игры и т. п. Многие экшн-фигурки выпускаются сериями и являются предметом коллекционирования. Такие фигурки изначально предназначались для детей, но со временем рынок переориентировался на взрослых коллекционеров.
Своему названию (от англ. action — действие) игрушка обязана системе шарниров (аналогичной анатомическим суставам), которые по сравнению со статическими игрушками позволяют экшн-фигурке принимать различные позы. Кроме того игрушка обычно позволяет сменить предмет (например, оружие) в руках фигурки, а в некоторых моделях одежду или даже части тела. Отдельные модели могут представлять сборные конструкторы.
Существуют также неокрашенные (для самостоятельной покраски) и/или «голые» (только тело) модели.",https://ru.wikipedia.org/wiki/%D0%AD%D0%BA%D1%88%D0%B5%D0%BD-%D1%84%D0%B8%D0%B3%D1%83%D1%80%D0%BA%D0%B0
47,Шаблон:Lego Ninjago,"== Как задать начальное состояние видимости этого шаблона ==

Для управления состоянием видимости, в котором шаблон будет находиться сразу после открытия статьи, добавьте параметр:

|state=collapsed: свёрнуто, то есть скрыто всё, кроме строки заголовка. Пример: {{Lego Ninjago|state=collapsed}}.
|state=expanded: развёрнуто, то есть шаблон виден полностью. Пример: {{Lego Ninjago|state=expanded}}.
|state=autocollapse: развёрнуто, но только если на той же странице нет других шаблонов такого же типа. Пример: {{Lego Ninjago|state=autocollapse}}.Если параметр не задан (см. параметр |state= в коде шаблона), состояние шаблона по умолчанию autocollapse.",https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:Lego_Ninjago
48,Шаблон:Фильмы Lego,,https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:%D0%A4%D0%B8%D0%BB%D1%8C%D0%BC%D1%8B_Lego
